1.177269e+01  1.846035e+00  9.805432e+00  1.708477e+00  -2.080836e-03  -1.649671e-03  -6.678123e-03
1.150324e+01  -8.927681e+00  -5.946986e+00  -6.639657e-01  6.205952e-03  -9.357542e-03  7.794973e-03
1.017378e+01  -2.012522e+00  3.256650e+00  3.891005e-01  -6.526294e-03  -1.969272e-04  -3.433832e-03
1.227139e+01  4.111225e-01  6.525747e+00  -1.343559e-01  3.469646e-03  8.176765e-03  6.325150e-03
1.028215e+01  -1.397340e+00  -1.150491e+00  1.112559e+00  -9.551305e-03  -1.345059e-03  4.105179e-03
1.094532e+01  7.005270e+00  7.427056e+00  1.947184e+00  8.077589e-03  -8.519930e-03  -3.583908e-03
1.232113e+01  -7.877472e+00  -5.788935e+00  1.249544e+00  1.100063e-04  7.467715e-03  -1.806779e-03
1.208623e+01  -2.729212e+00  4.759389e+00  -4.546360e-01  7.681911e-03  1.285135e-03  7.055041e-03
1.145585e+01  -5.380992e-01  3.380190e+00  8.453382e-01  8.064561e-03  -7.770300e-03  -2.105159e-04
1.542170e+01  8.846408e-01  -6.105337e+00  -6.237771e-01  -2.110089e-03  -8.678280e-03  -3.382965e-03
1.060838e+01  -7.198211e+00  3.033127e+00  -1.949792e+00  -5.075682e-03  7.244192e-03  6.498759e-03
1.261368e+01  4.711907e+00  -5.308020e+00  -2.763927e-01  -8.017305e-03  9.451369e-03  6.344856e-03
1.976571e+01  7.365046e-01  3.399897e+00  1.632325e-01  -9.801594e-03  -3.219913e-03  -4.957147e-03
1.502693e+01  -9.902130e-01  4.832337e+00  1.355245e+00  9.894428e-03  8.727001e-03  -6.342663e-03
1.085639e+01  -9.951280e+00  2.743722e-01  7.503678e-01  -7.149490e-03  -6.692501e-03  4.002880e-03
1.085498e+01  -9.448308e+00  5.016389e-01  -1.438170e+00  5.263599e-03  5.193619e-03  1.427188e-03
1.391614e+01  4.644988e+00  -2.227956e+00  1.382180e+00  -4.618507e-03  -8.828059e-03  -2.272937e-03
1.056032e+01  -2.047971e+00  2.769916e+00  -1.231427e+00  6.961816e-03  -2.397746e-03  -9.380912e-03
1.361226e+01  -3.670745e+00  -5.723575e+00  -1.071883e+00  -3.622025e-03  4.550797e-03  8.392422e-03
1.108644e+01  7.858297e+00  2.395301e+00  1.400662e+00  8.409988e-03  -7.103060e-03  9.812464e-03
1.211468e+01  8.090560e+00  1.239652e+00  1.839763e-01  2.735548e-03  9.011696e-03  -2.169218e-03
1.482626e+01  -9.816362e+00  5.557845e+00  -1.260612e+00  -1.864334e-03  -1.672239e-03  -2.460195e-03
1.050256e+01  5.930015e+00  -1.841107e+00  -1.609255e+00  -7.740731e-03  2.435318e-03  -3.405692e-03
1.098815e+01  -3.013885e+00  -5.013270e+00  1.573146e+00  -5.155588e-03  7.382031e-03  4.869041e-03
1.030042e+01  -9.721028e+00  4.681505e+00  1.385598e+00  8.369531e-03  -4.078843e-03  -2.152130e-03
1.144585e+01  -5.067147e+00  5.678651e+00  -1.555759e-01  -4.883509e-03  1.236496e-03  2.919061e-03
1.198517e+01  9.564257e+00  -9.541134e+00  1.669928e+00  5.494272e-03  -1.382241e-03  -9.696635e-03
1.439644e+01  -8.946923e+00  -3.102326e+00  -7.218429e-01  -1.960808e-03  1.884404e-03  -5.743485e-03
1.187941e+01  -7.335650e-01  9.125556e+00  1.227601e+00  -4.545933e-04  3.807061e-03  3.065993e-03
1.087586e+01  9.728219e+00  -9.086138e+00  1.804003e+00  -5.338928e-03  6.592514e-03  -1.757862e-03
1.118354e+01  -2.170990e+00  -8.838801e+00  -1.394056e+00  -2.606733e-03  -8.379936e-03  -8.620640e-03
1.026328e+01  2.378234e-01  -8.317274e+00  -1.871784e+00  1.290900e-03  -1.419601e-03  -2.968134e-03
1.761310e+01  -9.535197e+00  1.288380e+00  4.427394e-01  -2.687622e-04  4.139365e-04  -1.648298e-03
1.738920e+01  -5.779002e+00  -8.582305e+00  -5.616835e-01  -6.050783e-03  -7.668443e-03  -3.788400e-03
1.098381e+01  8.924071e+00  4.453738e+00  1.677570e+00  -3.246919e-03  5.614936e-03  -8.582427e-03
1.227252e+01  7.235001e+00  -7.203067e+00  1.406778e+00  -2.527176e-03  -5.520341e-03  7.674968e-03
1.590325e+01  3.060058e+00  -5.293166e+00  1.618764e+00  3.524861e-03  5.995214e-03  3.075147e-04
1.030059e+01  -3.590849e+00  8.659217e+00  -1.493451e+00  6.301490e-04  -9.923088e-03  -2.756744e-04
1.243073e+01  -7.591531e+00  5.935925e+00  -1.362069e+00  -8.667461e-03  3.896632e-04  -8.422493e-03
1.090167e+01  -3.995400e+00  -7.004920e+00  -1.553606e+00  -6.760399e-03  -4.207987e-03  9.265856e-03
1.136374e+01  2.716722e-01  6.940824e+00  -1.047701e-01  -6.668270e-03  -8.352341e-03  -2.430033e-03
1.361251e+01  7.642873e+00  7.877482e+00  -1.977462e+00  -5.947976e-03  6.536699e-03  -7.354567e-03
1.247046e+01  6.613610e+00  2.369758e+00  -1.476923e-01  9.022079e-03  -1.694316e-03  2.451193e-03
1.002986e+01  8.695347e+00  4.028700e+00  -3.119523e-01  -5.300053e-03  7.023780e-03  6.722076e-04
1.087955e+01  -7.184206e+00  -6.193605e-02  1.730394e+00  3.087466e-03  -3.121111e-03  -1.871878e-03
1.332012e+01  -1.473453e+00  5.698089e+00  6.551575e-01  -3.830580e-03  3.575571e-03  3.388477e-03
1.126659e+01  1.122692e-01  6.033910e+00  -1.019277e+00  -3.274121e-03  -1.596332e-03  4.165156e-03
1.058097e+01  6.709352e+00  -3.383651e+00  -7.794847e-01  5.404699e-03  -9.354951e-03  4.542815e-03
1.000875e+01  7.668830e+00  -4.784977e+00  -3.911614e-01  -9.515377e-03  5.153087e-03  -3.303835e-03
1.208259e+01  -7.968025e+00  4.824287e+00  -1.742809e-03  5.585225e-04  5.223754e-04  -6.732926e-03
1.352181e+01  -5.902054e+00  6.655551e+00  -6.101227e-01  4.210215e-03  2.689461e-03  1.853004e-03
1.008021e+01  -8.906871e+00  -3.981840e+00  -6.631894e-01  7.802482e-03  2.634509e-03  2.786629e-03
1.197191e+01  3.279558e+00  -2.670555e+00  6.623653e-01  9.483876e-04  2.544468e-03  -8.643980e-03
1.151773e+01  -2.302445e+00  -1.947815e+00  -9.989799e-01  -2.704700e-04  -7.123529e-03  4.996387e-03
1.002421e+01  3.398847e+00  8.263460e+00  1.403199e+00  7.496793e-03  4.919011e-03  -6.034618e-03
1.158030e+01  -2.391528e+00  5.818386e+00  5.286205e-01  -1.298399e-03  -8.163455e-03  9.327155e-03
